Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
2:44 PM 2022-08-03,91.0 °F,60.0 °F,36 %,WNW,4.1 mph,4.9 mph,29.90 in,0.00 in,0.00 in,6,684.1 w/m² 
2:49 PM 2022-08-03,90.4 °F,59.6 °F,36 %,SSW,3.1 mph,4.2 mph,29.90 in,0.00 in,0.00 in,6,682.8 w/m² 
2:54 PM 2022-08-03,90.6 °F,59.8 °F,36 %,SSE,2.4 mph,3.1 mph,29.90 in,0.00 in,0.00 in,6,658.4 w/m² 
2:59 PM 2022-08-03,91.4 °F,59.5 °F,34 %,West,1.6 mph,2.2 mph,29.90 in,0.00 in,0.00 in,6,675.4 w/m² 
3:04 PM 2022-08-03,92.3 °F,59.6 °F,34 %,West,2.1 mph,2.8 mph,29.90 in,0.00 in,0.00 in,6,715.8 w/m² 
3:09 PM 2022-08-03,91.7 °F,59.4 °F,34 %,ESE,1.4 mph,2.2 mph,29.90 in,0.00 in,0.00 in,6,703.2 w/m² 
3:14 PM 2022-08-03,92.1 °F,59.6 °F,34 %,South,3.1 mph,3.9 mph,29.90 in,0.00 in,0.00 in,6,691.9 w/m² 
3:19 PM 2022-08-03,91.0 °F,59.3 °F,35 %,SE,3.1 mph,3.8 mph,29.89 in,0.00 in,0.00 in,6,646.3 w/m² 
3:24 PM 2022-08-03,91.5 °F,59.7 °F,35 %,WNW,1.9 mph,2.4 mph,29.89 in,0.00 in,0.00 in,6,677.6 w/m² 
3:29 PM 2022-08-03,91.7 °F,59.4 °F,34 %,,1.6 mph,2.1 mph,29.89 in,0.00 in,0.00 in,6,692.3 w/m² 
3:34 PM 2022-08-03,91.3 °F,58.8 °F,34 %,ENE,1.3 mph,1.9 mph,29.89 in,0.00 in,0.00 in,5,612.9 w/m² 
3:39 PM 2022-08-03,91.7 °F,59.1 °F,34 %,West,2.1 mph,2.7 mph,29.89 in,0.00 in,0.00 in,6,631.6 w/m² 
3:44 PM 2022-08-03,91.2 °F,59.1 °F,34 %,East,2.8 mph,3.3 mph,29.89 in,0.00 in,0.00 in,6,639.3 w/m² 
3:49 PM 2022-08-03,91.2 °F,59.5 °F,35 %,WNW,2.7 mph,3.5 mph,29.89 in,0.00 in,0.00 in,5,614.6 w/m² 
3:54 PM 2022-08-03,91.5 °F,59.7 °F,35 %,NW,1.1 mph,1.6 mph,29.88 in,0.00 in,0.00 in,1,136.6 w/m² 
3:59 PM 2022-08-03,91.4 °F,59.7 °F,35 %,NW,2.0 mph,2.6 mph,29.88 in,0.00 in,0.00 in,5,537.1 w/m² 
4:04 PM 2022-08-03,90.7 °F,59.3 °F,35 %,NNW,1.8 mph,2.5 mph,29.88 in,0.00 in,0.00 in,4,500.1 w/m² 
4:09 PM 2022-08-03,91.6 °F,59.6 °F,34 %,SE,2.1 mph,2.9 mph,29.88 in,0.00 in,0.00 in,4,495.8 w/m² 
4:14 PM 2022-08-03,91.7 °F,59.5 °F,34 %,SSE,3.0 mph,4.1 mph,29.88 in,0.00 in,0.00 in,4,507.1 w/m² 
4:19 PM 2022-08-03,91.8 °F,59.7 °F,34 %,SSE,1.9 mph,2.6 mph,29.88 in,0.00 in,0.00 in,5,516.1 w/m² 
4:24 PM 2022-08-03,92.2 °F,59.9 °F,34 %,South,1.7 mph,2.5 mph,29.87 in,0.00 in,0.00 in,5,514.4 w/m² 
4:29 PM 2022-08-03,91.4 °F,60.0 °F,35 %,SE,2.4 mph,2.9 mph,29.87 in,0.00 in,0.00 in,5,518.3 w/m² 
4:34 PM 2022-08-03,91.4 °F,59.9 °F,35 %,NE,2.3 mph,3.1 mph,29.87 in,0.00 in,0.00 in,5,515.3 w/m² 
4:39 PM 2022-08-03,91.4 °F,59.8 °F,35 %,ENE,2.4 mph,3.5 mph,29.87 in,0.00 in,0.00 in,4,500.6 w/m² 
4:44 PM 2022-08-03,91.5 °F,59.9 °F,35 %,SE,4.1 mph,5.4 mph,29.86 in,0.00 in,0.00 in,4,502.7 w/m² 
4:49 PM 2022-08-03,91.8 °F,60.1 °F,35 %,South,2.5 mph,3.5 mph,29.87 in,0.00 in,0.00 in,4,504.9 w/m² 
4:54 PM 2022-08-03,92.3 °F,60.6 °F,35 %,SSE,3.0 mph,3.7 mph,29.86 in,0.00 in,0.00 in,4,457.7 w/m² 
4:59 PM 2022-08-03,91.6 °F,60.1 °F,35 %,North,2.9 mph,4.0 mph,29.86 in,0.00 in,0.00 in,4,474.9 w/m² 
5:04 PM 2022-08-03,91.8 °F,60.5 °F,35 %,SSE,6.5 mph,7.6 mph,29.86 in,0.00 in,0.00 in,4,472.8 w/m² 
5:09 PM 2022-08-03,91.2 °F,60.4 °F,36 %,ESE,4.8 mph,5.8 mph,29.86 in,0.00 in,0.00 in,4,419.9 w/m² 
5:14 PM 2022-08-03,91.4 °F,60.3 °F,35 %,SE,3.5 mph,4.7 mph,29.86 in,0.00 in,0.00 in,4,414.2 w/m² 
5:19 PM 2022-08-03,92.2 °F,60.0 °F,34 %,SSE,2.9 mph,3.5 mph,29.86 in,0.00 in,0.00 in,3,400.4 w/m² 
5:24 PM 2022-08-03,91.8 °F,60.1 °F,35 %,SE,2.7 mph,3.6 mph,29.86 in,0.00 in,0.00 in,3,361.7 w/m² 
5:29 PM 2022-08-03,91.7 °F,60.1 °F,35 %,SSE,5.0 mph,6.5 mph,29.85 in,0.00 in,0.00 in,3,339.6 w/m² 
5:34 PM 2022-08-03,91.4 °F,60.0 °F,35 %,SE,5.4 mph,6.7 mph,29.86 in,0.00 in,0.00 in,3,320.5 w/m² 
5:39 PM 2022-08-03,91.7 °F,59.5 °F,34 %,SE,2.5 mph,3.0 mph,29.85 in,0.00 in,0.00 in,2,295.8 w/m² 
5:44 PM 2022-08-03,91.9 °F,59.2 °F,34 %,SE,1.4 mph,1.9 mph,29.85 in,0.00 in,0.00 in,2,294.1 w/m² 
5:49 PM 2022-08-03,91.5 °F,60.1 °F,35 %,SE,4.7 mph,5.5 mph,29.85 in,0.00 in,0.00 in,2,266.7 w/m² 
5:54 PM 2022-08-03,91.5 °F,60.0 °F,35 %,SSE,3.6 mph,4.5 mph,29.85 in,0.00 in,0.00 in,2,255.9 w/m² 
5:59 PM 2022-08-03,92.0 °F,59.7 °F,34 %,SSE,2.9 mph,4.2 mph,29.85 in,0.00 in,0.00 in,2,233.3 w/m² 
6:04 PM 2022-08-03,91.5 °F,60.1 °F,35 %,SSE,5.5 mph,7.3 mph,29.85 in,0.00 in,0.00 in,2,226.8 w/m² 
6:09 PM 2022-08-03,91.1 °F,59.8 °F,35 %,SE,4.7 mph,6.1 mph,29.84 in,0.00 in,0.00 in,1,199 w/m² 
6:14 PM 2022-08-03,91.2 °F,60.1 °F,35 %,SE,6.2 mph,6.9 mph,29.84 in,0.00 in,0.00 in,1,187.8 w/m² 
6:19 PM 2022-08-03,91.3 °F,59.9 °F,35 %,SE,6.3 mph,7.4 mph,29.84 in,0.00 in,0.00 in,1,186.1 w/m² 
6:24 PM 2022-08-03,91.1 °F,59.7 °F,35 %,SE,4.8 mph,5.9 mph,29.84 in,0.00 in,0.00 in,1,174.8 w/m² 
6:29 PM 2022-08-03,91.2 °F,59.4 °F,34 %,SSE,3.7 mph,4.9 mph,29.84 in,0.00 in,0.00 in,1,163.4 w/m² 
6:34 PM 2022-08-03,91.7 °F,59.5 °F,34 %,SSW,2.4 mph,3.1 mph,29.84 in,0.00 in,0.00 in,1,153.9 w/m² 
6:39 PM 2022-08-03,91.7 °F,59.6 °F,34 %,SSE,3.8 mph,4.7 mph,29.84 in,0.00 in,0.00 in,1,149.1 w/m² 
6:44 PM 2022-08-03,91.6 °F,58.9 °F,34 %,South,2.3 mph,3.1 mph,29.84 in,0.00 in,0.00 in,1,143.1 w/m² 
6:49 PM 2022-08-03,92.1 °F,59.0 °F,33 %,SSW,3.0 mph,4.0 mph,29.84 in,0.00 in,0.00 in,1,139.6 w/m² 
6:54 PM 2022-08-03,91.7 °F,58.6 °F,33 %,SSW,2.5 mph,3.1 mph,29.84 in,0.00 in,0.00 in,1,140.4 w/m² 
6:59 PM 2022-08-03,92.2 °F,58.8 °F,33 %,SW,1.7 mph,2.2 mph,29.84 in,0.00 in,0.00 in,1,119.6 w/m² 
7:04 PM 2022-08-03,91.7 °F,58.5 °F,33 %,ESE,0.9 mph,1.4 mph,29.84 in,0.00 in,0.00 in,1,113.2 w/m² 
7:09 PM 2022-08-03,91.7 °F,58.6 °F,33 %,SE,2.0 mph,3.0 mph,29.84 in,0.00 in,0.00 in,1,104.1 w/m² 
7:14 PM 2022-08-03,91.4 °F,59.0 °F,34 %,SSE,3.7 mph,4.8 mph,29.84 in,0.00 in,0.00 in,1,105.3 w/m² 
7:19 PM 2022-08-03,91.0 °F,58.8 °F,34 %,SSE,3.0 mph,3.7 mph,29.84 in,0.00 in,0.00 in,0,91.5 w/m² 
7:24 PM 2022-08-03,91.0 °F,58.9 °F,34 %,SSE,3.2 mph,3.9 mph,29.84 in,0.00 in,0.00 in,0,86.2 w/m² 
7:29 PM 2022-08-03,90.9 °F,58.9 °F,34 %,SSE,4.3 mph,5.6 mph,29.84 in,0.00 in,0.00 in,0,75.8 w/m² 
7:34 PM 2022-08-03,90.4 °F,59.0 °F,35 %,SSE,4.5 mph,5.4 mph,29.84 in,0.00 in,0.00 in,0,70.7 w/m² 
7:39 PM 2022-08-03,90.6 °F,58.6 °F,34 %,SSE,1.3 mph,2.0 mph,29.84 in,0.00 in,0.00 in,0,62.4 w/m² 
7:44 PM 2022-08-03,90.6 °F,58.5 °F,34 %,SSE,1.9 mph,2.2 mph,29.84 in,0.00 in,0.00 in,0,55.4 w/m² 
7:49 PM 2022-08-03,90.6 °F,58.5 °F,34 %,SSE,1.8 mph,2.4 mph,29.84 in,0.00 in,0.00 in,0,47.2 w/m² 
7:54 PM 2022-08-03,90.3 °F,58.7 °F,35 %,SSE,1.6 mph,2.4 mph,29.85 in,0.00 in,0.00 in,0,35.1 w/m² 
7:59 PM 2022-08-03,90.1 °F,59.0 °F,35 %,SSE,1.7 mph,2.6 mph,29.85 in,0.00 in,0.00 in,0,32.4 w/m² 
8:04 PM 2022-08-03,89.7 °F,59.4 °F,36 %,SE,0.7 mph,1.2 mph,29.85 in,0.00 in,0.00 in,0,26.8 w/m² 
8:09 PM 2022-08-03,89.4 °F,59.7 °F,37 %,East,1.1 mph,1.5 mph,29.84 in,0.00 in,0.00 in,0,24.2 w/m² 
8:14 PM 2022-08-03,89.3 °F,60.0 °F,37 %,SSE,0.9 mph,1.6 mph,29.85 in,0.00 in,0.00 in,0,21.7 w/m² 
8:19 PM 2022-08-03,89.1 °F,60.3 °F,38 %,SSE,1.1 mph,1.4 mph,29.85 in,0.00 in,0.00 in,0,19.1 w/m² 
8:24 PM 2022-08-03,88.9 °F,60.6 °F,39 %,WSW,0.7 mph,1.2 mph,29.85 in,0.00 in,0.00 in,0,16 w/m² 
8:29 PM 2022-08-03,88.4 °F,60.8 °F,40 %,SSE,0.8 mph,1.1 mph,29.85 in,0.00 in,0.00 in,0,12.5 w/m² 
8:34 PM 2022-08-03,88.3 °F,60.7 °F,40 %,SE,1.1 mph,1.5 mph,29.85 in,0.00 in,0.00 in,0,10.4 w/m² 
8:39 PM 2022-08-03,88.1 °F,60.4 °F,39 %,NE,0.8 mph,1.3 mph,29.85 in,0.00 in,0.00 in,0,7.3 w/m² 
8:44 PM 2022-08-03,87.9 °F,60.5 °F,40 %,SSW,0.6 mph,1.1 mph,29.85 in,0.00 in,0.00 in,0,5.1 w/m² 
8:49 PM 2022-08-03,87.6 °F,60.2 °F,40 %,WSW,0.6 mph,1.0 mph,29.85 in,0.00 in,0.00 in,0,2.9 w/m² 
8:54 PM 2022-08-03,87.3 °F,61.0 °F,41 %,WSW,0.7 mph,1.0 mph,29.85 in,0.00 in,0.00 in,0,2.1 w/m² 
8:59 PM 2022-08-03,87.2 °F,61.4 °F,42 %,NNE,0.7 mph,1.2 mph,29.85 in,0.00 in,0.00 in,0,0 w/m² 
9:04 PM 2022-08-03,86.6 °F,61.3 °F,43 %,SSE,0.4 mph,0.5 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:09 PM 2022-08-03,86.4 °F,61.8 °F,44 %,SSW,0.1 mph,0.2 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:14 PM 2022-08-03,86.2 °F,61.9 °F,44 %,SSE,0.1 mph,0.1 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:19 PM 2022-08-03,85.9 °F,62.1 °F,45 %,SE,0.0 mph,0.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:24 PM 2022-08-03,85.1 °F,62.8 °F,47 %,SE,0.2 mph,0.3 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:29 PM 2022-08-03,83.4 °F,62.1 °F,49 %,SE,0.0 mph,0.2 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:34 PM 2022-08-03,82.9 °F,62.1 °F,49 %,SE,0.0 mph,0.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:39 PM 2022-08-03,82.6 °F,62.0 °F,50 %,SE,0.0 mph,0.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:44 PM 2022-08-03,82.4 °F,62.4 °F,51 %,SE,0.0 mph,0.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:49 PM 2022-08-03,81.9 °F,62.5 °F,52 %,SE,0.0 mph,0.0 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
9:54 PM 2022-08-03,81.3 °F,62.5 °F,53 %,SE,0.1 mph,0.6 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
9:59 PM 2022-08-03,81.0 °F,62.2 °F,53 %,SE,0.1 mph,0.3 mph,29.86 in,0.00 in,0.00 in,0,0 w/m² 
10:04 PM 2022-08-03,80.9 °F,62.2 °F,53 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:09 PM 2022-08-03,80.7 °F,62.0 °F,53 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:14 PM 2022-08-03,80.7 °F,62.1 °F,53 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:19 PM 2022-08-03,80.4 °F,62.5 °F,55 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:24 PM 2022-08-03,80.1 °F,62.2 °F,55 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:29 PM 2022-08-03,80.2 °F,62.2 °F,54 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:34 PM 2022-08-03,80.1 °F,62.7 °F,55 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:39 PM 2022-08-03,79.6 °F,63.0 °F,57 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
10:44 PM 2022-08-03,79.2 °F,63.1 °F,58 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
10:49 PM 2022-08-03,78.8 °F,63.1 °F,59 %,SE,0.0 mph,0.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
10:54 PM 2022-08-03,78.4 °F,62.4 °F,58 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
10:59 PM 2022-08-03,79.7 °F,61.9 °F,55 %,SE,0.2 mph,0.4 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:04 PM 2022-08-03,80.1 °F,63.1 °F,56 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
11:09 PM 2022-08-03,78.8 °F,63.0 °F,58 %,SE,0.0 mph,0.0 mph,29.87 in,0.00 in,0.00 in,0,0 w/m² 
11:14 PM 2022-08-03,78.4 °F,63.5 °F,60 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:19 PM 2022-08-03,78.5 °F,62.3 °F,58 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:24 PM 2022-08-03,79.1 °F,62.9 °F,58 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:29 PM 2022-08-03,80.2 °F,61.7 °F,53 %,SE,0.7 mph,0.9 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:34 PM 2022-08-03,82.5 °F,62.7 °F,51 %,SE,0.5 mph,0.6 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
11:39 PM 2022-08-03,81.4 °F,63.7 °F,55 %,SE,0.1 mph,0.3 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:44 PM 2022-08-03,79.5 °F,63.4 °F,58 %,SE,0.7 mph,1.1 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:49 PM 2022-08-03,78.6 °F,63.4 °F,60 %,SE,0.1 mph,0.5 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:54 PM 2022-08-03,78.1 °F,63.1 °F,60 %,SE,0.0 mph,0.2 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
11:59 PM 2022-08-03,78.1 °F,63.2 °F,60 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:04 AM 2022-08-04,78.3 °F,63.5 °F,61 %,SE,0.0 mph,0.0 mph,29.88 in,0.00 in,0.00 in,0,0 w/m² 
12:09 AM 2022-08-04,78.3 °F,63.1 °F,60 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:14 AM 2022-08-04,78.4 °F,62.5 °F,58 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:19 AM 2022-08-04,79.5 °F,61.7 °F,55 %,SE,0.1 mph,0.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:24 AM 2022-08-04,80.4 °F,61.7 °F,53 %,SE,0.0 mph,0.1 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:29 AM 2022-08-04,80.5 °F,61.5 °F,52 %,SE,0.4 mph,0.8 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:34 AM 2022-08-04,81.0 °F,61.7 °F,52 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:39 AM 2022-08-04,80.2 °F,63.5 °F,57 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:44 AM 2022-08-04,78.6 °F,62.9 °F,59 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
12:49 AM 2022-08-04,78.5 °F,62.5 °F,58 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
12:54 AM 2022-08-04,78.6 °F,62.2 °F,57 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
12:59 AM 2022-08-04,78.6 °F,62.4 °F,58 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
1:04 AM 2022-08-04,78.4 °F,62.1 °F,57 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:09 AM 2022-08-04,78.6 °F,62.2 °F,57 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:14 AM 2022-08-04,78.4 °F,62.2 °F,58 %,SE,0.0 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:19 AM 2022-08-04,78.4 °F,62.1 °F,57 %,SE,0.0 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:24 AM 2022-08-04,78.5 °F,61.6 °F,56 %,SE,0.1 mph,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:29 AM 2022-08-04,78.6 °F,61.4 °F,56 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:34 AM 2022-08-04,78.4 °F,61.2 °F,55 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:39 AM 2022-08-04,78.5 °F,61.2 °F,55 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:44 AM 2022-08-04,78.4 °F,61.3 °F,56 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:49 AM 2022-08-04,78.4 °F,61.2 °F,56 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:54 AM 2022-08-04,78.3 °F,61.6 °F,56 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
1:59 AM 2022-08-04,78.2 °F,61.6 °F,57 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:04 AM 2022-08-04,78.2 °F,61.0 °F,56 %,SE,0.2 mph,0.4 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:09 AM 2022-08-04,78.5 °F,61.1 °F,55 %,SE,0.1 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:14 AM 2022-08-04,78.7 °F,61.3 °F,55 %,SE,0.1 mph,0.3 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:19 AM 2022-08-04,78.8 °F,61.3 °F,55 %,SE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
2:24 AM 2022-08-04,78.8 °F,61.4 °F,55 %,SE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:29 AM 2022-08-04,78.7 °F,61.6 °F,56 %,SE,0.1 mph,0.4 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:34 AM 2022-08-04,78.4 °F,61.4 °F,56 %,SE,0.1 mph,0.3 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:39 AM 2022-08-04,78.5 °F,61.1 °F,55 %,NNE,0.6 mph,1.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:44 AM 2022-08-04,79.0 °F,61.5 °F,55 %,NNE,0.6 mph,1.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:49 AM 2022-08-04,79.1 °F,61.3 °F,55 %,NNE,0.0 mph,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:54 AM 2022-08-04,79.2 °F,61.4 °F,55 %,NNE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
2:59 AM 2022-08-04,79.1 °F,61.2 °F,54 %,North,0.3 mph,0.5 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:04 AM 2022-08-04,79.1 °F,61.5 °F,55 %,,0.1 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:09 AM 2022-08-04,78.5 °F,62.8 °F,59 %,,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:14 AM 2022-08-04,77.8 °F,63.2 °F,61 %,,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:19 AM 2022-08-04,76.5 °F,63.8 °F,65 %,North,0.0 mph,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:24 AM 2022-08-04,75.6 °F,63.5 °F,66 %,,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:29 AM 2022-08-04,75.5 °F,62.7 °F,65 %,,0.1 mph,0.3 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:34 AM 2022-08-04,76.1 °F,61.7 °F,61 %,,0.5 mph,0.7 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:39 AM 2022-08-04,77.1 °F,61.2 °F,58 %,North,0.5 mph,0.7 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:44 AM 2022-08-04,77.6 °F,61.6 °F,58 %,NNE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:49 AM 2022-08-04,77.6 °F,61.5 °F,57 %,NNE,0.2 mph,0.3 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:54 AM 2022-08-04,77.5 °F,61.7 °F,58 %,NNE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
3:59 AM 2022-08-04,77.5 °F,61.4 °F,58 %,NNE,0.0 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:04 AM 2022-08-04,77.5 °F,61.2 °F,57 %,NNE,0.2 mph,0.5 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:09 AM 2022-08-04,77.7 °F,61.0 °F,56 %,NNE,0.0 mph,0.1 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:14 AM 2022-08-04,77.7 °F,61.3 °F,57 %,NNE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:19 AM 2022-08-04,77.5 °F,61.2 °F,57 %,NNE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:24 AM 2022-08-04,77.5 °F,61.2 °F,57 %,NNE,0.1 mph,0.3 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:29 AM 2022-08-04,77.4 °F,61.2 °F,57 %,NNE,0.1 mph,0.4 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
4:34 AM 2022-08-04,77.4 °F,61.5 °F,58 %,NNE,0.2 mph,0.4 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:39 AM 2022-08-04,77.2 °F,61.7 °F,59 %,NNE,0.1 mph,0.3 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:44 AM 2022-08-04,76.6 °F,61.6 °F,60 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:49 AM 2022-08-04,76.4 °F,61.3 °F,59 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:54 AM 2022-08-04,76.4 °F,61.2 °F,59 %,NNE,0.0 mph,0.1 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
4:59 AM 2022-08-04,76.9 °F,61.0 °F,58 %,NNE,0.5 mph,0.9 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:04 AM 2022-08-04,77.2 °F,61.1 °F,58 %,NNE,0.1 mph,0.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:09 AM 2022-08-04,77.4 °F,61.2 °F,57 %,NNE,0.3 mph,0.5 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
5:14 AM 2022-08-04,77.3 °F,61.4 °F,58 %,NNE,0.1 mph,0.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:19 AM 2022-08-04,77.1 °F,61.7 °F,59 %,NNE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
5:24 AM 2022-08-04,76.6 °F,61.7 °F,60 %,NNE,0.0 mph,0.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
5:29 AM 2022-08-04,76.4 °F,61.6 °F,60 %,North,0.8 mph,1.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
